SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500676,GLAXOSMITHKL,A ,Q,7494.45,7645.95,7401.55,7533.90,7634.40,7411.80,496,2561,19310965.00,
500680,PFIZER LTD. ,A ,Q,3160.00,3169.75,3115.00,3132.65,3132.65,3177.55,255,818,2564237.00,
500690,GUJ.ST.FERT ,A ,Q,108.90,108.90,105.10,106.05,106.20,107.95,527,84252,8965853.00,
500696,HIND UNI LT ,A ,Q,1790.00,1841.15,1790.00,1837.00,1837.00,1785.15,3500,81815,148768264.00,
500710,AKZOINDIA   ,A ,Q,1745.00,1800.00,1738.65,1777.15,1800.00,1743.85,265,769,1362054.00,
500730,NOCIL LTD   ,A ,Q,137.00,137.90,133.90,134.55,134.55,136.15,821,53260,7216878.00,
500770,TATA CHEM.  ,A ,Q,633.35,642.75,630.00,631.10,631.10,630.80,587,20946,13315930.00,
500777,T.P.L.      ,B ,Q,37.25,38.00,37.25,37.95,38.00,38.30,48,4816,181511.00,
500780,ZUARIGLOB   ,B ,Q,99.55,100.35,98.00,99.05,99.05,101.05,35,2187,218246.00,
500790,NESTLE (I)  ,A ,Q,11500.00,11704.00,11487.00,11691.55,11694.00,11486.65,1015,3793,44257740.00,
500800,TATAGLOBAL  ,A ,Q,244.30,247.70,242.45,244.45,244.45,243.05,2624,233791,57315317.00,
500820,ASIAN PAINTS,A ,Q,1424.95,1464.90,1424.95,1458.00,1458.00,1406.70,6587,237684,345400115.00,
500825,BRITANIA IND,A ,Q,2939.00,2999.90,2939.00,2971.25,2971.25,2932.90,3465,31574,94291493.00,
500830,COLGATE PALM,A ,Q,1156.00,1172.75,1154.55,1169.60,1169.60,1152.10,1220,25576,29770136.00,
500840,EIH LTD.    ,A ,Q,183.00,183.00,178.00,179.60,179.60,184.65,287,8278,1491750.00,
500850,INDIAN HOTEL,A ,Q,157.00,158.40,154.25,154.80,154.80,158.40,682,50840,7954516.00,
500870,CASTROL     ,A ,Q,148.85,150.30,147.30,149.85,149.85,146.90,665,60294,8984669.00,
500875,ITC LTD.    ,A ,Q,281.00,281.65,275.45,278.55,278.55,278.65,8822,738020,205026712.00,
500877,APOLLO TYRES,A ,Q,194.50,197.00,192.00,195.75,195.75,194.90,607,71810,14020141.00,
500878,CEAT LIMITED,A ,Q,983.95,998.90,976.80,984.70,989.00,979.30,748,23949,23635818.00,
500890,MODI RUBBER ,T ,Q,48.45,48.50,48.45,48.50,48.50,51.00,5,2000,96989.00,
500940,FINOLEX IND.,A ,Q,495.55,499.00,487.00,492.10,492.10,495.55,63,1225,603599.00,
501148,DALAL ST INV,XT,Q,248.10,248.10,248.10,248.10,248.10,243.25,3,95,23569.00,
501150,CENTRUM CAP ,A ,Q,28.95,30.70,28.95,29.55,29.90,29.50,80,144854,4326183.00,
501179,OSCAR INV.  ,Z ,Q,5.67,5.67,5.67,5.67,5.67,5.67,2,2,11.00,
501242,TCI FINANCE ,B ,Q,13.51,16.00,13.51,15.70,15.70,14.93,215,26690,407242.00,
501298,INDUS.&PRUD.,X ,Q,939.90,950.00,939.90,946.60,950.00,910.10,9,100,94525.00,
501301,TATA INVEST.,A ,Q,880.55,894.95,880.55,889.80,889.80,887.40,129,1361,1207991.00,
501314,GROMOTRADE  ,X ,Q,450.00,451.00,449.50,450.75,450.75,450.25,422,21348,9615048.00,
501343,MOTOR&GEN.FI,B ,Q,34.00,40.20,34.00,39.25,39.25,36.10,22,1090,42941.00,
501370,WALCHAND PF ,X ,Q,95.00,95.00,82.50,82.95,82.50,84.80,7,201,16734.00,
501423,SHA ENG PLA ,X ,Q,630.00,654.80,630.00,634.45,644.00,640.60,116,697,446707.00,
501425,BOM.BURMAH  ,A ,Q,1167.45,1177.70,1155.25,1157.10,1160.00,1160.85,406,3903,4540741.00,
501430,BOM.CYCLE   ,X ,Q,2045.00,2045.00,1948.60,1948.60,1948.60,2047.00,2,5,10032.00,
501455,GREAVES COTT,A ,Q,146.60,152.75,145.95,152.30,152.15,146.40,878,50040,7542467.00,
501477,MULLER & PHI,XT,Q,32.50,32.55,32.50,32.55,32.55,31.00,2,162,5266.00,
501700,INDIA NIVEH ,X ,Q,66.50,66.75,66.40,66.65,66.70,66.60,41,5668,377402.00,
501831,COAST CORP  ,X ,Q,307.00,309.95,301.00,303.30,304.00,304.50,96,14573,4428924.00,
501833,CHOWGULE ST ,XT,Q,6.90,6.93,6.67,6.90,6.90,7.00,28,76258,526351.00,
501848,GLOBAL OFFS ,B ,Q,10.50,10.50,10.10,10.14,10.10,10.29,4,54,549.00,
502015,ASIIL       ,X ,Q,15.75,16.15,15.50,15.75,16.00,16.18,62,33291,529972.00,
502090,SAGAR CEM.  ,B ,Q,690.00,695.00,687.05,688.00,688.00,682.05,18,240,165546.00,
502137,DECAN CEMENT,B ,Q,425.00,431.15,411.05,424.60,428.00,419.05,50,499,211089.00,
502157,MANGALAM CEM,B ,Q,266.00,273.85,266.00,270.00,270.00,266.10,21,410,110943.00,
502168,N C L IND.  ,B ,Q,152.00,155.05,150.85,152.35,152.95,152.35,68,4117,630086.00,
502175,SAURAS.CEM. ,X ,Q,48.95,49.00,47.75,47.80,48.50,48.95,20,4803,230564.00,
502180,SRI DIGV CEM,X ,Q,16.20,16.50,16.05,16.40,16.50,16.35,154,112527,1828208.00,
502219,BOROSIL GLAS,B ,Q,195.05,195.85,190.70,193.95,193.20,195.70,344,12806,2475864.00,
502281,TRIVENI GLAS,XT,Q,9.20,9.50,9.20,9.50,9.50,9.50,27,3500,32800.00,
502330,IPAPPM      ,B ,Q,422.80,424.00,421.00,422.25,423.70,424.50,250,7481,3159310.00,
502355,BALKRISH IND,A ,Q,782.25,803.20,771.05,785.35,785.35,779.20,1749,50611,40080484.00,
502407,NATH PULP   ,X ,Q,64.90,64.90,63.00,63.00,63.00,63.00,4,11,696.00,
502420,ORIENT PAPER,B ,Q,32.35,33.25,32.25,32.55,32.80,32.80,264,27454,896546.00,
502445,CITADEL     ,X ,Q,14.95,14.95,14.95,14.95,14.95,14.75,2,151,2257.00,
502448,ROLLATAINER ,T ,Q,2.32,2.32,2.13,2.13,2.13,2.24,11,7800,17025.00,
502450,SESHA.PAPER ,B ,Q,991.00,1000.00,991.00,1000.00,1000.00,997.80,15,352,350264.00,
502587,RAMA PULP   ,X ,Q,65.25,65.25,63.00,64.85,64.95,64.35,18,3588,230708.00,
502589,VAPI PAPER  ,XT,Q,15.45,15.45,15.45,15.45,15.45,15.45,3,2825,43646.00,
502742,SINTEX IND. ,B ,Q,6.25,6.25,5.97,6.05,6.05,6.20,351,275545,1669734.00,
502761,BLUE BLEND  ,B ,Q,2.61,2.61,2.61,2.61,2.61,2.61,3,1200,3132.00,
502820,DCM LTD.    ,T ,Q,42.60,42.60,38.65,40.40,40.40,40.65,41,4310,175700.00,
502865,FORBES & CO ,B ,Q,2099.95,2115.05,2075.00,2082.20,2094.00,2097.90,134,393,821389.00,
502933,KATARE SPG. ,XT,Q,10.15,10.15,10.15,10.15,10.15,10.55,2,600,6090.00,
502937,KESORAM IND ,B ,Q,69.35,73.20,68.10,72.55,72.65,69.05,330,22149,1572766.00,
502958,LAKSHMI MILL,X ,Q,2374.00,2427.00,2351.00,2427.00,2427.00,2330.55,14,33,79204.00,
502986,VARDH TEXT  ,A ,Q,1085.00,1092.65,1085.00,1090.20,1092.65,1094.10,11,23,25072.00,
503015,MODERN INDIA,XT,Q,71.05,72.45,71.05,71.05,71.05,72.45,12,2095,148866.00,
503031,PENLAND LTD ,B ,Q,7.45,7.82,7.27,7.39,7.36,7.55,82,28012,207247.00,
503100,PHOENIX MILL,A ,Q,658.50,678.60,641.25,663.10,663.10,655.05,325,1929,1284226.00,
503101,MARATHON NEX,B ,Q,115.10,121.30,115.10,116.15,116.15,120.95,10,94,10994.00,
503127,RAJA BAHADUR,XT,Q,1212.75,1212.75,1212.75,1212.75,1212.75,1155.00,1,1,1212.00,
503162,REL.CHEMOTX ,X ,Q,76.80,78.95,76.80,77.65,78.00,76.80,19,2511,195704.00,
503169,RUBY MILLS  ,B ,Q,257.00,257.00,248.05,250.00,250.00,251.05,14,375,94602.00,
503229,SIMPLEX REAL,X ,Q,65.00,65.00,63.00,63.00,63.00,64.00,11,5100,331300.00,
503310,SWAN ENG    ,A ,Q,105.00,105.50,104.10,105.40,105.00,105.90,393,131599,13798915.00,
503349,VICTORIA MIL,X ,Q,2241.00,2296.00,2223.00,2256.90,2288.00,2230.00,13,39,87513.00,
503657,VEER ENERGY ,X ,Q,9.24,9.50,8.60,9.24,9.24,9.24,98,11082,103714.00,
503663,TILAK       ,X ,Q,0.56,0.56,0.55,0.55,0.55,0.56,11,28207,15514.00,
503691,SAHARA ONE  ,X ,Q,18.95,18.95,18.95,18.95,18.95,18.95,1,6,113.00,
503722,BANSW.SYNTEX,B ,Q,81.25,83.80,77.30,77.65,77.65,83.10,104,3065,245647.00,
503804,SHRI DINESH ,X ,Q,125.15,125.15,125.15,125.15,125.15,130.00,2,50,6257.00,
503806,SRF LIMITED ,A ,Q,2848.00,2868.90,2779.00,2858.90,2858.90,2845.60,1589,30011,85060320.00,
503811,SIYARAM SILK,B ,Q,340.00,343.60,338.00,338.00,338.00,346.10,35,739,250444.00,
503816,SWAD.POLYTEX,XT,Q,34.90,34.90,34.90,34.90,34.90,33.25,3,228,7957.00,
503831,FOMENTO HOTE,X ,Q,115.50,115.50,104.85,115.50,115.45,110.00,18,524,59803.00,
503960,BHARAT BIJLE,B ,Q,1150.00,1170.00,1120.00,1154.10,1154.10,1144.75,163,1133,1297032.00,
504000,ELPRO INTER ,X ,Q,50.00,51.00,48.80,49.95,50.00,50.30,25,19820,974196.00,
504008,EMCO LTD.   ,T ,Q,2.06,2.18,2.03,2.17,2.18,2.13,23,4202,8818.00,
504028,GEE LTD     ,X ,Q,29.90,29.90,27.00,28.75,28.75,28.60,35,2286,62647.00,
504036,HIND.RECT   ,B ,Q,134.00,134.00,132.00,132.50,133.00,135.25,23,1321,175752.00,
504058,NIPPOBATRY  ,B ,Q,509.00,520.00,499.00,499.85,499.85,510.80,45,607,305243.00,
504067,ZENSAR TECH.,A ,Q,247.00,253.90,247.00,252.50,252.00,250.05,305,3819,955168.00,
504076,JYOTI LTD.  ,XT,Q,8.36,9.20,8.36,9.20,9.20,8.80,7,829,7516.00,
504084,KAYCEE IND  ,X ,Q,3482.00,3482.00,3399.00,3400.00,3400.00,3408.00,6,32,109371.00,
504092,INDOKEM LTD.,X ,Q,9.60,9.70,9.27,9.70,9.70,9.75,12,3350,32242.00,
504093,PANA ENERG  ,X ,Q,170.15,178.00,170.15,177.05,176.00,180.00,85,4003,705178.00,
504112,NELCO LTD.  ,B ,Q,305.00,311.10,301.00,306.10,306.10,306.00,812,19485,5953767.00,
504132,PERM MAGNETS,X ,Q,184.00,196.00,183.85,188.80,188.00,188.05,136,6911,1325707.00,
504176,HIGH ENERGY ,X ,Q,200.00,217.50,199.00,213.55,217.50,206.25,16,295,61658.00,
504212,UNIV.CABLE  ,B ,Q,222.25,224.25,220.50,222.35,220.50,225.15,104,2946,656049.00,
504220,W.S.INDUSTR.,T ,Q,0.90,0.90,0.90,0.90,0.90,0.90,7,20125,18112.00,
504240,DELTON CABLE,XT,Q,17.40,17.40,17.40,17.40,17.40,16.60,5,200,3480.00,
504258,LAKSHMI ELEC,X ,Q,491.00,491.00,481.20,482.15,482.00,487.95,19,381,185122.00,
504286,DELTA MAG   ,B ,Q,70.00,70.00,70.00,70.00,70.00,69.70,1,15,1050.00,
504335,PAZEL       ,XT,Q,1.25,1.30,1.25,1.30,1.30,1.29,10,824800,1072180.00,
504341,RELTD       ,X ,Q,34.00,37.00,34.00,37.00,37.00,36.40,2,210,7170.00,
504378,NYSSACORP   ,X ,Q,1.38,1.38,1.38,1.38,1.38,1.38,2,2560,3532.00,
504605,UNI ABEX    ,X ,Q,516.80,516.80,508.95,515.30,516.80,492.20,27,393,201936.00,
504614,SARDA ENMIN ,B ,Q,270.00,270.80,265.15,268.20,268.00,267.95,114,2246,601260.00,
504646,BHAGWATI AUT,X ,Q,125.05,128.90,125.00,125.00,125.00,128.45,4,151,18886.00,
504713,HIND.WIR LTD,X ,Q,41.50,41.50,40.55,41.50,41.50,39.55,50,8007,330084.00,
504741,IND.HUME PIP,B ,Q,290.00,290.00,285.00,288.40,289.00,287.05,29,2049,589153.00,
504786,INVEST &PREC,X ,Q,255.00,258.75,250.00,258.75,258.75,250.00,10,218,55136.00,
504840,KAIRA CAN CO,X ,Q,830.00,830.00,788.60,788.60,788.60,830.10,17,160,126590.00,
504879,ORIENT ABRAS,B ,Q,22.50,23.00,22.50,22.70,22.65,23.50,22,2135,48476.00,
504908,DUNCANENG   ,X ,Q,89.65,98.95,89.65,95.15,92.00,94.25,11,223,21632.00,
504918,SANDUR MANG.,X ,Q,880.00,881.00,860.05,869.65,869.65,878.50,158,4535,3936820.00,
504959,STOVAC IND. ,X ,Q,2225.00,2225.00,2151.00,2199.00,2199.00,2210.10,46,627,1364623.00,
504961,TATA YODOGAW,XT,Q,40.65,40.65,37.75,38.15,38.15,39.10,12,908,34993.00,
504966,TINPLATE    ,B ,Q,140.00,144.80,138.50,143.55,143.30,140.90,1893,157957,22305312.00,
504973,CHOLAHLDNG  ,A ,Q,499.85,499.85,492.25,492.30,492.25,491.90,8,111,54871.00,
504988,WELCAST     ,X ,Q,525.00,525.00,525.00,525.00,525.00,550.00,1,1,525.00,
505010,AUTO AXLES  ,B ,Q,1120.30,1120.30,1094.05,1095.35,1095.35,1120.70,85,1281,1406694.00,
505029,ATLAS CYCLES,T ,Q,50.00,50.80,48.05,49.05,49.80,50.05,30,916,44840.00,
505036,AUTO COR.GOA,X ,Q,510.00,516.00,506.20,510.00,510.00,516.00,39,679,346711.00,
505075,SETCO AUTO  ,B ,Q,28.20,28.40,27.75,28.15,28.00,28.20,90,9827,276764.00,
505141,SCOOTERS IND,T ,Q,31.40,31.40,28.60,29.95,29.95,29.95,14,1688,49452.00,
505160,TALBROS AUTO,B ,Q,190.00,190.00,180.00,184.10,184.10,190.65,15,134,24762.00,
505163,ZF STEERING ,X ,Q,500.00,505.00,472.00,481.90,481.10,494.85,223,5033,2434911.00,
505192,SMLISUZU    ,B ,Q,830.00,877.00,830.00,849.40,849.40,825.40,473,5314,4546890.00,
505196,TIL LTD.    ,B ,Q,283.00,292.65,281.50,290.00,290.00,276.80,92,1159,335081.00,
505200,EICHER MOTOR,A ,Q,19893.90,20080.00,19579.55,19992.75,19992.75,19935.50,1923,4503,89479318.00,
505216,ALFRED HERB ,X ,Q,647.65,647.65,621.00,621.00,621.00,643.90,5,52,32626.00,
505230,CIMMCO      ,B ,Q,36.30,36.30,33.00,33.65,33.65,36.35,202,10147,342329.00,
505232,VELJAN      ,X ,Q,800.00,800.00,800.00,800.00,800.00,800.00,1,25,20000.00,
505242,DYNAMAT.TECH,B ,Q,1517.00,1517.00,1421.00,1421.00,1421.00,1440.40,15,68,96923.00,
505255,GMM PFAUDLER,B ,Q,1275.00,1291.00,1261.05,1288.40,1285.00,1262.10,92,855,1095232.00,
505283,KIRLOSAR PN ,B ,Q,183.05,187.00,183.05,185.05,185.05,186.00,30,4572,845810.00,
505285,TULIVE      ,XT,Q,249.90,249.90,249.90,249.90,249.90,255.00,1,25,6247.00,
505299,KULK-POWER  ,X ,Q,74.95,75.00,70.00,70.00,70.00,72.30,35,2199,159534.00,
505302,LAXMI AUTOLM,X ,Q,36.55,36.55,36.50,36.50,36.50,38.10,5,874,31907.00,
505324,MANUGRAPH IN,B ,Q,20.25,20.70,20.25,20.65,20.50,20.60,15,1344,27584.00,
505343,MONOTYPE IND,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,12,2500,475.00,
505355,NESCO LTD   ,B ,Q,515.10,527.00,512.20,518.40,520.00,511.60,440,6179,3220139.00,
505358,INTEGRA ENG ,X ,Q,50.25,52.40,50.25,51.05,51.05,51.45,44,10420,538633.00,
505368,REVATHI EQU.,B ,Q,472.90,487.20,468.00,479.95,480.00,489.90,44,758,360820.00,
505412,WENDT(INDIA),B ,Q,2859.90,2859.90,2761.00,2761.00,2761.00,2851.10,4,7,19464.00,
505506,AXONVL      ,X ,Q,1.05,1.05,1.05,1.05,1.05,1.09,1,217,227.00,
505509,RESPON IND  ,B ,Q,92.90,92.90,88.00,88.35,89.25,89.50,146,10962,973483.00,
505523,MAHA CORP   ,X ,Q,0.20,0.20,0.20,0.20,0.20,0.21,4,9491,1898.00,
505526,DOLAT INV.  ,X ,Q,47.90,49.70,47.90,47.90,47.90,50.40,248,91326,4413388.00,
505533,WESTLIFE DEV,A ,Q,347.00,352.90,345.00,347.35,346.35,350.75,319,14427,5017193.00,
505537,ZEE ENTER   ,A ,Q,360.00,366.00,353.30,359.35,359.35,357.45,5487,390973,140162876.00,
505590,SVPGLOB     ,X ,Q,390.00,390.00,371.50,375.80,375.00,385.45,49,2504,946329.00,
505681,BIMETAL BEAR,X ,Q,444.00,470.00,444.00,460.15,452.05,452.10,12,526,240920.00,
505688,BHARAT GEARS,B ,Q,120.00,126.10,115.45,120.05,120.50,121.50,139,3121,375748.00,
505690,BRADY MORRIS,X ,Q,44.25,44.25,43.75,43.75,43.75,46.05,7,500,21975.00,
505700,ELECON ENG  ,B ,Q,52.85,53.30,52.20,52.35,52.35,53.15,60,5062,267468.00,
505710,GRAUER& WEIL,B ,Q,56.00,56.50,55.15,56.05,56.05,56.50,413,92054,5140183.00,
505712,HIMTEK      ,X ,Q,75.75,78.80,68.20,70.80,72.00,75.75,71,5793,423864.00,
505714,GABRIEL(I)  ,B ,Q,134.45,134.45,130.25,131.00,131.50,132.55,163,6502,856205.00,
505720,HERC.HOISTS ,B ,Q,105.05,107.30,105.00,105.65,105.65,106.55,17,963,102022.00,
505726,IFB IND.LTD.,B ,Q,745.25,764.60,738.30,741.30,743.75,745.90,107,1046,783241.00,
505729,SINGER INDIA,X ,Q,41.80,41.80,40.00,40.40,40.25,41.45,113,17761,717702.00,
505737,INTER.COMBUS,X ,Q,258.60,268.30,258.60,261.60,261.60,269.80,16,403,105355.00,
505744,FED MOG GOE ,B ,Q,556.00,562.50,535.00,546.80,546.20,558.15,111,507,277892.00,
505750,JOSTS ENG.  ,X ,Q,635.05,663.10,635.00,635.20,635.00,669.85,9,45,28605.00,
505790,SCHAEFFLER  ,A ,Q,5179.80,5179.80,5040.05,5063.00,5045.05,5141.15,36,48,243801.00,
505800,RANE HOLDIN ,B ,Q,1201.00,1201.00,1170.00,1170.40,1170.00,1200.00,65,680,802994.00,
505827,SNL BEARINGS,X ,Q,264.00,273.00,255.60,260.25,258.00,264.95,25,1389,368983.00,
505840,JAIPAN INDUS,X ,Q,17.95,17.95,15.15,15.15,15.15,16.80,20,2629,40954.00,
505850,MANCREDIT   ,X ,Q,60.00,60.00,57.25,58.85,58.85,58.25,120,33379,1962282.00,
505854,TRF LTD.    ,B ,Q,128.00,128.10,122.95,124.90,124.90,128.30,135,4287,537065.00,
505872,WPIL LTD.   ,X ,Q,963.40,963.40,935.20,943.15,936.00,963.40,133,2416,2287079.00,
505890,KENNAMETAL  ,B ,Q,1140.00,1150.00,1118.10,1127.80,1122.50,1131.65,124,1653,1879288.00,
505893,HINDHARD    ,X ,Q,95.05,100.00,95.05,100.00,100.00,100.05,4,61,6050.00,
505978,TRITON VALVE,X ,Q,1002.75,1050.00,1002.75,1031.80,1029.00,1048.80,29,475,489852.00,
506003,SUDAL INDUS ,XT,Q,8.36,8.80,8.36,8.80,8.80,8.80,8,18825,164122.00,
506022,PRAKASH IND.,B ,Q,71.50,72.05,70.70,71.25,71.25,71.80,255,26430,1886277.00,
506027,BHORUKA ALU.,X ,Q,0.91,0.91,0.83,0.83,0.83,0.87,4,3102,2634.00,
506074,ARSHIYA     ,B ,Q,30.65,31.90,30.50,30.55,30.55,31.50,117,2498,76903.00,
506076,GRIND NORTON,A ,Q,599.05,599.50,583.00,588.65,588.65,590.95,256,4471,2628579.00,
506105,STANROSE MAF,X ,Q,93.65,102.70,93.60,102.70,102.70,99.00,11,291,27723.00,
506109,GENESYS INT.,B ,Q,103.00,103.00,100.00,101.95,101.00,105.20,26,777,78580.00,
506122,PANKAJPIYUS ,X ,Q,57.05,57.05,57.05,57.05,57.05,58.50,1,25,1426.00,
506128,PARNAXLAB   ,X ,Q,28.00,28.05,27.00,28.05,28.05,29.00,11,1185,32322.00,
506146,VISAGAR POL ,B ,Q,0.49,0.49,0.41,0.43,0.43,0.46,80,155597,66586.00,
506186,GCKL        ,XT,Q,24.15,24.15,24.15,24.15,24.15,25.30,1,100,2415.00,
506194,ARIH SUPER  ,T ,Q,63.90,63.90,60.95,61.30,61.30,62.10,45,2652,163497.00,
506197,BLISSGVS PH ,B ,Q,165.10,165.90,160.10,164.40,160.55,165.25,976,472528,77972304.00,
506222,INEOSSTYRO  ,B ,Q,480.05,485.25,480.00,480.95,480.95,494.60,53,623,300833.00,
506235,ALEMBIC LTD.,B ,Q,44.75,44.75,42.60,44.00,44.05,43.30,186,35231,1534979.00,
506248,AMINES&PLAST,X ,Q,37.25,38.40,37.00,37.95,38.00,37.55,70,10157,382547.00,
506260,ANUH PHARMA ,X ,Q,137.00,137.60,135.15,136.50,136.00,136.70,45,2494,340665.00,
506261,MODISON MET.,X ,Q,46.00,46.95,45.25,46.25,46.50,45.75,81,13122,605320.00,
506285,BAYER CROP  ,A ,Q,3840.00,3840.00,3759.00,3792.95,3792.95,3822.90,114,247,933599.00,
506390,CLARI CHEM  ,B ,Q,308.05,308.05,300.25,301.30,301.30,305.65,99,3235,980513.00,
506395,COROM INTER ,A ,Q,438.20,441.40,431.40,437.05,438.25,436.10,316,4089,1789239.00,
506401,DEEPAK NITR.,A ,Q,317.65,323.00,315.00,320.20,320.20,315.25,994,43794,14016645.00,
506405,DHARAMSI CHM,X ,Q,162.50,163.50,158.20,158.45,158.25,164.90,140,15360,2465012.00,
506414,DIL LTD     ,X ,Q,880.00,884.70,850.00,875.65,880.00,879.95,246,4118,3569283.00,
506480,GOCLCORP    ,B ,Q,279.95,284.95,275.00,278.45,280.00,280.25,21,397,111634.00,
506520,JAYSHRI CHEM,X ,Q,6.85,7.80,6.81,7.00,7.00,7.28,17,3637,25439.00,
506525,KANORIA CHEM,B ,Q,67.65,69.70,67.50,67.75,67.65,65.80,1046,137738,9472467.00,
506528,KELTECH EN. ,X ,Q,750.20,819.95,750.20,800.40,795.00,793.05,14,121,97296.00,
506532,NITTA GELA  ,X ,Q,120.00,121.95,117.05,120.05,119.00,118.90,49,1793,213974.00,
506579,ORIENT.CARB.,B ,Q,1155.00,1177.00,1131.00,1143.65,1143.65,1174.40,84,931,1069942.00,
506590,PHIL.CARBON ,A ,Q,147.95,148.90,144.10,145.95,144.10,148.00,1364,109589,16045025.00,
506597,AMAL PRODUCT,X ,Q,123.90,130.00,118.80,123.75,123.75,116.50,529,36721,4561887.00,
506618,PUN.CHEM    ,B ,Q,668.00,668.00,660.20,660.20,660.20,666.90,3,52,34339.00,
506642,SADHANA NITR,X ,Q,207.10,207.10,207.10,207.10,207.10,211.30,61,1110,229881.00,
506655,SUDARSH.CHEM,A ,Q,334.00,336.45,333.00,334.10,333.00,333.85,53,1380,461337.00,
506685,ULTRAMARINE ,X ,Q,208.10,209.00,202.50,206.65,207.05,208.10,98,7556,1552038.00,
506687,TRANSPEK    ,X ,Q,1617.00,1630.00,1582.00,1596.35,1588.00,1616.50,114,1208,1926759.00,
506690,UNICHEM LAB ,B ,Q,189.90,190.95,187.55,190.00,190.95,189.70,129,5034,950554.00,
506734,MYS PETRO   ,X ,Q,68.50,68.50,62.70,65.60,65.60,63.00,5,127,8269.00,
506767,ALKYL AMINES,B ,Q,828.00,865.50,828.00,862.45,863.00,820.00,105,1923,1652616.00,
506808,TUTICORIN.  ,XT,Q,3.28,3.28,3.28,3.28,3.28,3.41,1,100,328.00,
506820,ASTRAZEN.PH.,A ,Q,1973.25,1981.80,1935.65,1953.05,1953.05,1967.90,127,894,1752172.00,
506852,PUN.ALKALI  ,X ,Q,73.95,76.00,72.50,75.05,75.05,74.00,83,7947,586932.00,
506854,TANFAC IND. ,X ,Q,188.00,189.85,183.55,184.30,183.55,186.35,105,5617,1044387.00,
506858,GUJ.PETRO   ,XT,Q,22.55,22.55,22.55,22.55,22.55,23.70,3,4,90.00,
506863,SWADESHI IND,XT,Q,0.87,0.87,0.87,0.87,0.87,0.91,7,2709,2356.00,
506879,GUJ.THEMIS. ,XT,Q,42.20,42.20,39.65,40.80,40.80,40.20,26,5568,231785.00,
506906,SCBL        ,XT,Q,5.25,5.27,4.95,5.14,5.14,5.03,42,14152,73238.00,
506910,JAYSN DYEST ,X ,Q,57.75,59.15,56.05,59.10,56.05,56.35,8,131,7734.00,
506919,MAKERS LAB. ,X ,Q,48.40,50.10,48.40,48.70,48.70,50.05,8,480,23731.00,
506943,J.B.CHEMICAL,B ,Q,374.95,375.00,368.90,374.75,371.00,374.00,241,3855,1438597.00,
506981,BL.CHIP TEX ,X ,Q,98.00,98.00,94.90,95.00,95.00,94.90,6,190,18460.00,
507155,JAGATJIT IND,XT,Q,38.10,39.80,36.65,38.60,39.25,38.40,14,1784,66991.00,
507180,KESAR ENT.  ,B ,Q,29.55,33.00,29.55,32.00,32.35,30.50,29,7336,236566.00,
507205,TILAKNAG IND,B ,Q,15.05,15.15,14.95,15.00,15.00,15.25,14,16466,247231.00,
507300,RAVALGAON   ,XT,Q,2364.00,2480.00,2364.00,2406.00,2406.00,2362.00,6,9,21908.00,
507315,SAKTHI SUGAR,T ,Q,11.00,11.25,10.34,10.80,10.84,10.88,22,3377,36317.00,
507410,WALCHANDNGR ,B ,Q,94.40,97.00,93.65,95.90,95.90,95.35,565,54105,5141046.00,
507435,KHOD.INDIA  ,XT,Q,63.95,63.95,59.70,60.70,63.70,61.30,7,1524,95969.00,
507438,IFB AGRO    ,B ,Q,426.05,441.55,420.00,423.35,428.80,429.40,54,648,278973.00,
507442,DHARANI SUG ,B ,Q,10.16,10.19,10.16,10.19,10.19,10.68,2,184,1871.00,
507450,THIRU A.SUG.,Z ,Q,9.45,9.94,9.44,9.44,9.44,9.93,30,10061,94979.00,
507474,KOTHARI FERM,X ,Q,71.00,74.00,70.00,70.20,73.90,72.95,16,1046,75401.00,
507488,G.M.BREWERI ,B ,Q,519.30,519.40,515.00,516.55,516.55,514.00,86,1613,835741.00,
507490,RANA SUGARS ,B ,Q,3.19,3.23,3.11,3.11,3.14,3.13,26,17500,54766.00,
507498,PICCADILY SU,X ,Q,6.05,6.10,5.95,6.10,6.10,6.15,20,5522,33351.00,
507508,RIGA SUGAR  ,XT,Q,5.20,5.20,5.20,5.20,5.20,5.00,1,1,5.00,
507514,SOM DISTILL.,Z ,Q,128.00,130.00,122.55,128.75,129.40,129.00,136,11294,1411969.00,
507515,CJ GELATIN  ,XT,Q,9.49,9.49,9.03,9.03,9.03,9.49,2,400,3704.00,
507525,AMRIT CORP  ,X ,Q,612.95,612.95,612.95,612.95,612.95,613.70,1,10,6129.00,
507526,ASSO.ALCOHOL,X ,Q,222.00,225.90,213.55,218.85,217.00,222.20,250,11720,2548230.00,
507552,FOODS & INNS,X ,Q,62.55,63.80,59.20,60.00,60.00,63.00,795,87170,5296164.00,
507580,IVP LIMITED ,T ,Q,96.00,96.00,91.20,91.20,91.20,95.95,23,1257,117067.00,
507621,MILKFOOD    ,X ,Q,430.00,435.00,411.20,432.80,435.00,418.25,36,1923,823396.00,
